Date, Time, CO2 saved (lbs), E-Total (kWh), Fac (Hz), Grid Type, h-On (h), h-Total (h), Iac (A), Ipv (A), Mode, Pac (W), Power On, Serial Number, Temperature (degC), Vac (V), Vpv (V), ExlSolIrr (W/m^2), IntSolIrr (W/m^2), SMA-h-On (h), TmpAmb F (°F), TmpMdul F (°F), WindVel m/s (m/s)
29.05.2012, 14:07:25, 5038.305, 2963.707, 60.01, 208V, 1325.835, 1266.479, 8.792, 5.604, Mpp, 1908, 443, 2001931035, 61, 217, 356, 498, 520, 2159.327, 87.53, 120.23, 13.9
29.05.2012, 14:07:36, 5038.324, 2963.717, 60.01, 208V, 1325.838, 1266.482, 21.442, 14.025, Mpp, 4700, 443, 2001931035, 62.2, 219.2, 350, 498, 520, 2159.327, 87.53, 120.23, 13.9
29.05.2012, 14:07:41, 5038.337, 2963.725, 60.01, 208V, 1325.84, 1266.484, 24.806, 16.493, Mpp, 5452, 443, 2001931035, 63.5, 219.8, 346, 921, 964, 2159.33, 87.43, 119.93, 8.1
29.05.2012, 14:07:47, 5038.356, 2963.734, 60.02, 208V, 1325.841, 1266.485, 25.086, 16.732, Mpp, 5514, 443, 2001931035, 64.1, 219.8, 345, 976, 1028, 2159.332, 87.43, 119.63, 8.1
29.05.2012, 14:07:54, 5038.371, 2963.745, 60.03, 208V, 1325.843, 1266.487, 25.406, 16.759, Mpp, 5584, 443, 2001931035, 65.4, 219.8, 349, 986, 1041, 2159.334, 87.43, 119.53, 5.3
29.05.2012, 14:08:05, 5038.4, 2963.762, 60.03, 208V, 1325.846, 1266.49, 25.532, 16.535, Mpp, 5617, 443, 2001931035, 66, 220, 356, 986, 1045, 2159.336, 87.53, 119.33, 6.2
29.05.2012, 14:08:05, 5038.4, 2963.762, 60.03, 208V, 1325.846, 1266.49, 25.532, 16.535, Mpp, 5617, 443, 2001931035, 66, 220, 356, 986, 1045, 2159.336, 87.53, 119.33, 6.2
29.05.2012, 14:08:14, 5038.424, 2963.776, 60.03, 208V, 1325.849, 1266.493, 25.5, 16.108, Mpp, 5607, 443, 2001931035, 66.6, 219.9, 365, 976, 1033, 2159.34, 87.53, 119.23, 8.1
29.05.2012, 14:08:27, 5038.458, 2963.796, 60.03, 208V, 1325.853, 1266.496, 25.486, 16.142, Mpp, 5604, 443, 2001931035, 67.2, 219.9, 364, 976, 1031, 2159.34, 87.53, 119.23, 8
29.05.2012, 14:08:27, 5038.458, 2963.808, 60.03, 208V, 1325.853, 1266.496, 25.518, 16.288, Mpp, 5609, 443, 2001931035, 67.2, 219.8, 361, 986, 1036, 2159.342, 87.33, 119.13, 6.6
29.05.2012, 14:08:35, 5038.48, 2963.808, 60.03, 208V, 1325.855, 1266.499, 25.518, 16.288, Mpp, 5609, 443, 2001931035, 67.2, 219.8, 361, 986, 1043, 2159.346, 87.53, 119.33, 2.5
29.05.2012, 14:08:45, 5038.506, 2963.824, 60.03, 208V, 1325.858, 1266.501, 25.462, 16.302, Mpp, 5599, 443, 2001931035, 67.9, 219.9, 360, 986, 1045, 2159.348, 87.63, 119.53, 5
29.05.2012, 14:08:52, 5038.524, 2963.835, 60.03, 208V, 1325.86, 1266.503, 25.674, 16.389, Mpp, 5643, 443, 2001931035, 67.9, 219.8, 361, 997, 1053, 2159.35, 87.63, 119.73, 7.8
29.05.2012, 14:09:03, 5038.553, 2963.852, 60.03, 208V, 1325.863, 1266.506, 25.602, 16.312, Mpp, 5632, 443, 2001931035, 68.5, 220, 362, 997, 1051, 2159.352, 87.53, 119.73, 4.8
29.05.2012, 14:09:08, 5038.57, 2963.86, 60.03, 208V, 1325.864, 1266.508, 25.676, 16.056, Mpp, 5648, 443, 2001931035, 68.5, 220, 369, 889, 997, 2159.354, 87.43, 119.83, 7.9
29.05.2012, 14:09:15, 5038.579, 2963.868, 60.02, 208V, 1325.866, 1266.51, 10.588, 6.515, Mpp, 2302, 443, 2001931035, 67.2, 217.4, 369, 889, 997, 2159.354, 87.43, 119.83, 7.9
29.05.2012, 14:09:15, 5038.579, 2963.868, 60.02, 208V, 1325.866, 1266.51, 10.588, 6.515, Mpp, 2302, 443, 2001931035, 67.2, 217.4, 369, 520, 579, 2159.357, 87.33, 120.03, 5.9
29.05.2012, 14:09:26, 5038.594, 2963.877, 60.02, 208V, 1325.869, 1266.513, 15.338, 9.374, Mpp, 3343, 443, 2001931035, 66, 218, 372, 629, 725, 2159.36, 87.43, 120.03, 9.7
29.05.2012, 14:09:26, 5038.594, 2963.877, 60.02, 208V, 1325.869, 1266.513, 15.338, 9.374, Mpp, 3343, 443, 2001931035, 66, 218, 372, 629, 725, 2159.36, 87.43, 120.03, 9.7
29.05.2012, 14:09:38, 281, 344, 2159.364, 87.53, 119.83, 8.6
29.05.2012, 14:09:50, 5038.62, 2963.893, 60.02, 208V, 1325.876, 1266.52, 5.95, 3.75, Mpp, 1286, 443, 2001931035, 62.8, 216.1, 362, 281, 344, 2159.364, 87.53, 119.83, 8.6
29.05.2012, 14:09:55, 5038.621, 2963.894, 60.02, 208V, 1325.877, 1266.521, 5.79, 3.693, Mpp, 1252, 443, 2001931035, 62.2, 216.2, 358, 216, 250, 2159.367, 87.43, 119.43, 8.7
29.05.2012, 14:10:00, 5038.625, 2963.896, 60.02, 208V, 1325.878, 1266.522, 5.658, 3.582, Mpp, 1223, 443, 2001931035, 61.6, 216.2, 361, 206, 241, 2159.369, 87.23, 118.93, 5.6
29.05.2012, 14:10:07, 5038.628, 2963.898, 60.02, 208V, 1325.88, 1266.524, 5.61, 3.579, Mpp, 1212, 443, 2001931035, 61, 216.1, 358, 216, 244, 2159.371, 87.23, 118.33, 9
29.05.2012, 14:10:19, 5038.643, 2963.905, 60.03, 208V, 1325.884, 1266.528, 22.09, 13.955, Mpp, 4844, 443, 2001931035, 61, 219.3, 363, 216, 244, 2159.371, 87.23, 118.33, 9
29.05.2012, 14:10:19, 5038.643, 2963.905, 60.03, 208V, 1325.884, 1266.528, 22.09, 13.955, Mpp, 4844, 443, 2001931035, 61, 219.3, 363, 878, 886, 2159.374, 87.13, 117.73, 2.5
29.05.2012, 14:10:28, 5038.667, 2963.918, 60.03, 208V, 1325.886, 1266.53, 25.614, 16.544, Mpp, 5635, 443, 2001931035, 64.1, 220, 357, 986, 1041, 2159.376, 87.23, 117.53, 6.4
29.05.2012, 14:10:34, 5038.684, 2963.928, 60.03, 208V, 1325.888, 1266.532, 25.484, 16.457, Mpp, 5606, 443, 2001931035, 64.7, 220, 357, 986, 1041, 2159.376, 87.23, 117.53, 6.4
29.05.2012, 14:10:34, 5038.684, 2963.928, 60.03, 208V, 1325.888, 1266.532, 25.484, 16.457, Mpp, 5606, 443, 2001931035, 64.7, 220, 357, 965, 1031, 2159.38, 87.13, 117.63, 8
29.05.2012, 14:10:51, 5038.727, 2963.954, 60.02, 208V, 1325.893, 1266.536, 25.032, 15.857, Mpp, 5507, 443, 2001931035, 66.6, 220, 364, 965, 1022, 2159.383, 86.93, 117.83, 13.1
29.05.2012, 14:11:04, 5038.761, 2963.974, 60.03, 208V, 1325.896, 1266.54, 24.842, 15.671, Mpp, 5458, 443, 2001931035, 66.6, 219.7, 365, 954, 1015, 2159.386, 86.83, 118.03, 12.5
29.05.2012, 14:11:04, 5038.761, 2963.974, 60.03, 208V, 1325.896, 1266.54, 24.842, 15.671, Mpp, 5458, 443, 2001931035, 66.6, 219.7, 365, 954, 1015, 2159.386, 86.83, 118.03, 12.5
29.05.2012, 14:11:14, 5038.786, 2963.989, 60.02, 208V, 1325.899, 1266.543, 24.806, 15.76, Mpp, 5430, 443, 2001931035, 67.2, 218.9, 361, 943, 1004, 2159.39, 86.93, 118.23, 11.3
29.05.2012, 14:11:25, 5038.813, 2964.005, 60.02, 208V, 1325.902, 1266.546, 24.528, 15.454, Mpp, 5369, 443, 2001931035, 67.9, 218.9, 364, 943, 998, 2159.392, 86.93, 118.33, 8.6
29.05.2012, 14:11:30, 5038.829, 2964.013, 60.02, 208V, 1325.903, 1266.547, 24.62, 15.417, Mpp, 5370, 443, 2001931035, 67.9, 218.1, 365, 943, 996, 2159.393, 86.83, 118.33, 7.7
29.05.2012, 14:11:36, 5038.844, 2964.022, 60.02, 208V, 1325.905, 1266.549, 24.718, 15.315, Mpp, 5391, 443, 2001931035, 67.9, 218.1, 369, 943, 996, 2159.393, 86.83, 118.33, 7.7
29.05.2012, 14:11:36, 5038.844, 2964.022, 60.02, 208V, 1325.905, 1266.549, 24.718, 15.315, Mpp, 5391, 443, 2001931035, 67.9, 218.1, 369, 954, 1006, 2159.397, 86.93, 118.63, 6.8
29.05.2012, 14:11:49, 5038.875, 2964.041, 60.02, 208V, 1325.909, 1266.553, 25.124, 15.791, Mpp, 5454, 443, 2001931035, 68.5, 217.1, 362, 954, 1012, 2159.399, 86.93, 118.73, 3.9
29.05.2012, 14:11:56, 5038.893, 2964.052, 60.01, 208V, 1325.911, 1266.555, 25.182, 15.537, Mpp, 5467, 443, 2001931035, 68.5, 217.1, 369, 965, 1019, 2159.402, 87.13, 118.93, 5.3
29.05.2012, 14:12:08, 5038.924, 2964.07, 60, 208V, 1325.914, 1266.558, 25.428, 16.161, Mpp, 5505, 443, 2001931035, 68.5, 216.5, 357, 965, 1019, 2159.402, 87.13, 118.93, 5.3
29.05.2012, 14:12:16, 5038.946, 2964.083, 60.01, 208V, 1325.916, 1266.56, 25.628, 16.122, Mpp, 5551, 443, 2001931035, 68.5, 216.6, 361, 965, 1017, 2159.405, 87.33, 119.13, 3.1
29.05.2012, 14:12:16, 5038.946, 2964.083, 60.01, 208V, 1325.916, 1266.56, 25.628, 16.122, Mpp, 5551, 443, 2001931035, 68.5, 216.6, 361, 965, 1017, 2159.405, 87.33, 119.13, 3.1
29.05.2012, 14:12:24, 5038.965, 2964.094, 60, 208V, 1325.918, 1266.562, 22.906, 14.024, Mpp, 4943, 443, 2001931035, 68.5, 215.8, 369, 867, 920, 2159.409, 87.33, 119.43, 6.4
29.05.2012, 14:12:36, 5038.992, 2964.111, 60.01, 208V, 1325.922, 1266.566, 22.262, 13.481, Mpp, 4804, 443, 2001931035, 68.5, 215.8, 373, 867, 920, 2159.409, 87.33, 119.43, 6.4
29.05.2012, 14:12:41, 5039.004, 2964.117, 60.01, 208V, 1325.923, 1266.567, 21.718, 13.279, Mpp, 4684, 443, 2001931035, 68.5, 215.7, 369, 856, 911, 2159.413, 87.33, 119.53, 5.8
29.05.2012, 14:12:47, 5039.021, 2964.126, 60.01, 208V, 1325.925, 1266.569, 24.368, 15.042, Mpp, 5268, 443, 2001931035, 68.5, 216.2, 367, 748, 840, 2159.415, 87.43, 119.63, 3.7
29.05.2012, 14:12:58, 5039.038, 2964.138, 60.01, 208V, 1325.928, 1266.572, 12.592, 7.582, Mpp, 2717, 443, 2001931035, 67.2, 215.8, 374, 574, 670, 2159.417, 87.33, 119.63, 5.7
29.05.2012, 14:13:05, 5039.051, 2964.146, 59.97, 208V, 1325.93, 1266.574, 18.81, 11.767, Mpp, 4159, 443, 2001931035, 66.6, 221.1, 369, 629, 695, 2159.419, 87.33, 119.73, 6.8
29.05.2012, 14:13:12, 5039.062, 2964.152, 60, 208V, 1325.932, 1266.576, 8.5, 5.331, Mpp, 1879, 443, 2001931035, 65.4, 221.1, 369, 433, 518, 2159.421, 87.23, 119.73, 6.5
29.05.2012, 14:13:12, 5039.062, 2964.152, 60, 208V, 1325.932, 1266.576, 8.5, 5.331, Mpp, 1879, 443, 2001931035, 65.4, 221.1, 369, 433, 518, 2159.421, 87.23, 119.73, 6.5
29.05.2012, 14:13:22, 5039.067, 2964.156, 60, 208V, 1325.935, 1266.578, 5.556, 3.481, Mpp, 1226, 443, 2001931035, 64.1, 220.7, 373, 206, 250, 2159.425, 87.03, 119.53, 9.1
29.05.2012, 14:13:32, 5039.074, 2964.16, 60, 208V, 1325.938, 1266.581, 5.58, 3.534, Mpp, 1229, 443, 2001931035, 62.8, 220.3, 368, 227, 268, 2159.427, 86.93, 119.33, 4.3
29.05.2012, 14:13:39, 5039.077, 2964.163, 60, 208V, 1325.939, 1266.583, 5.98, 3.774, Mpp, 1319, 443, 2001931035, 62.2, 220.6, 369, 281, 326, 2159.43, 86.83, 118.83, 8.7
29.05.2012, 14:13:49, 5039.087, 2964.168, 59.99, 208V, 1325.942, 1266.586, 6.908, 4.312, Mpp, 1525, 443, 2001931035, 62.2, 220.7, 372, 292, 338, 2159.431, 86.73, 118.33, 6.4
29.05.2012, 14:13:55, 5039.091, 2964.17, 59.98, 208V, 1325.944, 1266.588, 6.112, 3.882, Mpp, 1347, 443, 2001931035, 61.6, 220.5, 366, 227, 273, 2159.434, 86.53, 117.83, 6.9
29.05.2012, 14:14:05, 5039.101, 2964.175, 59.99, 208V, 1325.946, 1266.59, 16.412, 10.387, Mpp, 3646, 443, 2001931035, 61.6, 222.2, 366, 455, 485, 2159.435, 86.53, 117.33, 6.3
29.05.2012, 14:14:11, 5039.109, 2964.181, 59.99, 208V, 1325.948, 1266.592, 15.574, 9.808, Mpp, 3462, 443, 2001931035, 62.2, 222.3, 368, 531, 617, 2159.437, 86.53, 116.93, 4.5
29.05.2012, 14:14:16, 5039.116, 2964.184, 59.99, 208V, 1325.95, 1266.593, 10.356, 6.488, Mpp, 2293, 443, 2001931035, 61.6, 221.4, 369, 563, 622, 2159.439, 86.43, 116.63, 4.1
29.05.2012, 14:14:22, 5039.13, 2964.191, 59.99, 208V, 1325.951, 1266.595, 21.996, 13.855, Mpp, 4914, 443, 2001931035, 62.2, 223.4, 371, 889, 920, 2159.441, 86.53, 116.13, 5.1
29.05.2012, 14:14:34, 5039.162, 2964.21, 59.99, 208V, 1325.955, 1266.599, 24.632, 16.002, Mpp, 5515, 443, 2001931035, 64.7, 223.9, 361, 965, 1017, 2159.444, 86.63, 115.93, 4.8
